"",Thu Oct 01 00:00:00 CDT 2015,Sun Nov 01 00:00:00 CDT 2015,Tue Dec 01 00:00:00 CST 2015,Fri Jan 01 00:00:00 CST 2016,Mon Feb 01 00:00:00 CST 2016,Tue Mar 01 00:00:00 CST 2016,Fri Apr 01 00:00:00 CDT 2016,Sun May 01 00:00:00 CDT 2016,Wed Jun 01 00:00:00 CDT 2016,Fri Jul 01 00:00:00 CDT 2016,Mon Aug 01 00:00:00 CDT 2016,Thu Sep 01 00:00:00 CDT 2016,Sat Oct 01 00:00:00 CDT 2016,Tue Nov 01 00:00:00 CDT 2016,Thu Dec 01 00:00:00 CST 2016,Sun Jan 01 00:00:00 CST 2017,Wed Feb 01 00:00:00 CST 2017,Wed Mar 01 00:00:00 CST 2017,Sat Apr 01 00:00:00 CDT 2017,Mon May 01 00:00:00 CDT 2017,Thu Jun 01 00:00:00 CDT 2017,Sat Jul 01 00:00:00 CDT 2017,Tue Aug 01 00:00:00 CDT 2017,Fri Sep 01 00:00:00 CDT 2017,Sun Oct 01 00:00:00 CDT 2017,Tue Oct 31 00:00:00 CDT 2017
"J.C. Penney Company, Inc. Holdi",null,7.970000,6.660000,7.260000,10.200000,11.060000,9.280000,7.790000,8.880000,9.660000,9.430000,9.220000,8.590000,9.470000,8.310000,6.650000,6.340000,6.160000,5.380000,4.700000,4.650000,5.410000,3.870000,3.810000,2.870000,2.800000
"Consolidated Edison, Inc.",null,62.150002,64.269997,69.389999,70.010002,76.620003,74.599998,73.260002,80.440002,80.080002,75.250000,75.300003,75.550003,69.769997,73.680000,74.349998,77.040001,77.660004,79.279999,82.790001,80.820000,82.860001,84.269997,80.680000,85.900002,86.050003
Cognizant Technology Solutions,null,64.580002,60.020000,63.310001,56.980000,62.700001,58.369999,61.439999,57.240002,57.490002,57.439999,47.709999,51.349998,55.080002,55.840000,52.590000,59.270000,59.520000,60.230000,66.910004,66.400002,69.320000,70.769997,72.540001,75.510002,75.669998
V.F. Corporation,null,64.699997,62.250000,62.599998,65.110001,64.760002,63.049999,62.320000,61.490002,62.430000,62.049999,56.049999,54.209999,54.509998,53.349998,51.480000,52.450001,54.970001,54.630001,53.799999,57.599998,62.189999,62.869999,63.570000,69.910004,69.650002
"Ameriprise Financial, Inc.",null,112.949997,106.419998,90.650002,83.949997,94.010002,95.900002,101.669998,89.849998,95.839996,101.080002,99.769997,88.389999,114.209999,110.940002,112.269997,131.500000,129.679993,127.849998,120.790001,127.290001,144.880005,138.509995,148.509995,158.300003,156.539993
"L Brands, Inc.",null,95.410004,95.820000,96.150002,84.790001,87.809998,78.290001,68.550003,67.129997,73.900002,76.209999,70.769997,72.190002,70.220001,74.360001,60.209999,52.619999,47.099998,52.810001,51.599998,53.889999,46.389999,36.220001,41.610001,42.830002,43.040001
Jacobs Engineering Group Inc.,null,44.139999,41.950001,39.230000,38.650002,43.549999,44.580002,50.689999,49.810001,53.520000,52.689999,51.720001,51.580002,62.009998,57.000000,58.549999,56.410000,55.279999,54.919998,52.419998,54.389999,52.720001,54.490002,58.270000,58.459999,58.209999
Principal Financial Group Inc,null,51.459999,44.980000,38.000000,37.810001,39.450001,42.680000,44.560001,41.110001,46.630001,49.070000,51.509998,54.599998,57.689999,57.860001,57.090000,62.540001,63.110001,65.129997,62.910000,64.070000,66.750000,62.520000,64.339996,66.519997,65.849998
"Ross Stores, Inc.",null,52.009998,53.810001,56.259998,54.980000,57.900002,56.779999,53.400002,56.689999,61.830002,62.240002,64.300003,62.540001,67.589996,65.599998,66.110001,68.580002,65.870003,65.000000,63.919998,57.730000,55.320000,58.450001,64.570000,63.419998,63.490002
Bed Bath & Beyond Inc.,null,54.520000,48.250000,43.169998,47.950001,49.639999,47.220001,44.750000,43.220001,44.950001,46.369999,43.110001,40.419998,44.810001,48.080002,40.349998,40.400002,39.459999,38.750000,34.410000,30.400000,29.900000,27.590000,23.469999,19.930000,19.900000
CSX Corporation,null,28.430000,25.950001,23.020000,24.139999,25.750000,27.270000,26.430000,26.080000,28.330000,28.280001,30.500000,30.510000,35.810001,35.930000,46.389999,48.560001,46.549999,50.840000,54.169998,54.560001,49.340000,50.200001,54.259998,51.599998,50.430000
Las Vegas Sands Corp.,null,44.060001,43.840000,45.099998,48.279999,51.680000,45.150002,46.240002,43.490002,50.650002,50.209999,57.540001,57.880001,62.669998,53.410000,52.580002,52.950001,57.070000,58.990002,59.130001,63.889999,61.610001,62.209999,64.160004,61.459999,63.380001
Leucadia National Corporation,null,17.680000,17.389999,16.559999,14.450000,16.170000,16.680000,18.100000,17.330000,18.260000,19.150000,19.040001,18.670000,22.020000,23.250000,23.850000,26.620001,26.000000,25.389999,24.389999,26.160000,26.030001,23.680000,25.250000,25.320000,25.299999
"Dominion Energy, Inc.",null,67.370003,67.639999,72.169998,69.919998,75.120003,71.470001,72.250000,77.930000,78.019997,74.160004,74.269997,75.199997,73.290001,74.529999,76.279999,77.639999,77.570000,77.430000,80.769997,76.629997,77.180000,78.769997,76.930000,81.480003,81.139999
United States Steel Corporation,null,8.070000,7.980000,7.000000,9.120000,16.049999,19.110001,14.470000,16.860001,27.490000,19.440001,18.860001,19.340000,32.340000,36.060001,32.709999,38.720001,33.810001,22.320000,20.850000,22.139999,23.490000,26.610001,25.660000,26.459999,25.320000
"L3 Technologies, Inc.",null,122.410004,119.510002,116.839996,117.309998,118.500000,131.529999,137.210007,146.690002,151.630005,148.820007,150.729996,136.940002,157.770004,152.110001,158.690002,168.320007,165.289993,171.770004,168.589996,167.080002,174.970001,181.479996,188.429993,187.770004,187.179993
Edison International,null,59.360001,59.209999,61.799999,68.160004,71.889999,70.709999,71.629997,77.669998,77.379997,72.720001,72.250000,73.480003,68.769997,71.989998,72.879997,79.739998,79.610001,79.970001,81.570000,78.190002,78.680000,80.180000,77.169998,79.589996,79.949997
"Automatic Data Processing, Inc.",null,86.260002,84.720001,83.089996,84.690002,89.709999,88.440002,87.839996,91.870003,88.949997,89.809998,88.199997,87.059998,96.019997,102.779999,100.989998,102.620003,102.389999,104.489998,102.370003,102.459999,118.910004,106.470001,109.320000,116.980003,116.260002
First Data Corporation Class A,null,16.799999,16.020000,13.370000,12.500000,12.940000,11.390000,12.530000,11.070000,12.400000,13.920000,13.160000,13.990000,14.570000,14.190000,15.340000,16.100000,15.500000,15.620000,17.129999,18.200001,18.660000,18.410000,18.040001,17.799999,17.809999
"BlackRock, Inc.",null,363.720001,340.519989,314.260010,311.959991,340.570007,356.329987,363.850006,342.529999,366.250000,372.809998,362.459991,341.239990,370.790009,380.540009,373.980011,387.459991,383.510010,384.570007,409.239990,422.410004,426.529999,419.010010,447.089996,472.290009,470.829987
Westrock Company,null,45.616722,41.102802,31.786648,30.426165,35.165329,37.706100,39.610001,38.869999,42.910000,47.900002,48.480000,46.189999,51.200001,50.770000,53.360001,53.720001,52.029999,53.560001,54.419998,56.660000,57.419998,56.910000,56.730000,60.320000,61.330002
"Voya Financial, Inc.",null,40.700001,36.910000,30.580000,29.360001,29.770000,32.470001,32.860001,24.760000,25.629999,29.240000,28.820000,30.549999,38.869999,39.220001,40.220001,41.230000,37.959999,37.380001,34.180000,36.889999,39.240002,38.230000,39.889999,40.330002,40.160000
Sherwin-Williams Company (The),null,276.070007,259.600006,255.669998,270.500000,284.670013,287.309998,291.089996,293.670013,299.730011,283.709991,276.660004,244.860001,268.670013,268.739990,303.809998,308.540009,310.190002,334.679993,331.769989,350.959991,337.269989,339.269989,358.040009,394.250000,395.149994
Hilton Worldwide Holdings Inc.,null,52.141365,43.912838,36.546154,42.640598,46.211082,45.246639,42.640598,46.231602,47.585922,48.981285,47.052402,46.375240,51.443687,55.814449,57.580002,57.200001,58.459999,58.970001,66.470001,61.849998,61.080002,64.330002,69.449997,72.650002,72.279999
R.R. Donnelley & Sons Company,null,16.660000,14.720000,13.970000,15.180000,16.400000,17.400000,16.290001,16.920000,17.920000,17.100000,15.720000,17.750000,17.389999,16.320000,17.150000,16.770000,12.110000,12.570000,11.920000,12.540000,12.360000,9.230000,10.300000,9.090000,9.200000
"Stanley Black & Decker, Inc.",null,109.160004,106.730003,94.339996,94.010002,105.209999,111.919998,113.180000,111.220001,121.699997,123.750000,122.980003,113.839996,118.629997,120.500000,124.000000,127.150002,132.869995,136.149994,137.639999,140.729996,140.690002,144.000000,150.970001,161.630005,161.550003
Xcel Energy Inc.,null,35.660000,35.910000,38.220001,39.540001,41.820000,40.029999,41.369999,44.779999,43.980000,41.360001,41.139999,41.549999,39.009998,40.700001,41.320000,43.709999,44.450001,45.049999,47.910000,45.880001,47.310001,49.500000,47.320000,49.290001,49.520000
Murphy USA Inc.,null,59.560001,60.740002,57.849998,63.689999,61.450001,57.419998,67.989998,74.160004,76.639999,73.120003,71.360001,68.779999,68.190002,66.870003,63.700001,63.700001,73.419998,69.570000,68.029999,74.110001,75.730003,64.459999,69.000000,74.849998,74.360001
CBRE Group Inc  Class A,null,37.470001,34.580002,27.969999,25.410000,28.820000,29.629999,29.850000,26.480000,28.450001,29.889999,27.980000,25.760000,29.040001,31.490000,30.360001,35.619999,34.790001,35.810001,34.880001,36.400002,37.990002,36.080002,37.880001,39.240002,39.320000
"D.R. Horton, Inc.",null,32.310001,32.029999,27.510000,26.719999,30.230000,30.059999,30.559999,31.480000,32.880001,32.060001,30.200001,28.830000,27.719999,27.330000,29.910000,32.000000,33.310001,32.889999,32.689999,34.570000,35.689999,36.150002,39.930000,44.310001,44.209999
"Estee Lauder Companies, Inc. (T",null,84.120003,88.059998,85.250000,91.330002,94.309998,95.870003,91.779999,91.019997,92.900002,89.230003,88.559998,87.129997,77.699997,76.489998,81.209999,82.849998,84.790001,87.139999,94.139999,95.980003,98.989998,106.989998,107.839996,110.849998,111.809998
"Praxair, Inc.",null,112.800003,102.400002,100.000000,101.790001,114.449997,117.459999,109.860001,112.389999,116.540001,122.040001,120.830002,117.059998,120.300003,117.190002,118.440002,118.709999,118.599998,124.980003,132.289993,132.550003,130.160004,131.539993,139.740005,147.449997,146.119995
Biogen Inc.,null,286.859985,306.350006,273.059998,259.420013,260.320007,274.989990,289.730011,241.820007,289.929993,305.630005,313.029999,280.179993,294.070007,287.769989,277.239990,288.600006,273.420013,271.209991,247.770004,271.359985,289.589996,316.559998,313.119995,315.799988,311.660004
State Street Corporation,null,72.580002,66.360001,55.730000,54.779999,58.520000,62.299999,63.060001,53.919998,65.779999,70.239998,69.629997,70.209999,78.800003,77.720001,76.199997,79.709999,79.610001,83.900002,81.459999,89.730003,93.230003,92.489998,95.540001,93.290001,92.000000
Unum Group,null,36.680000,33.290001,28.639999,28.530001,30.920000,34.209999,36.919998,31.790001,33.410000,35.610001,35.310001,35.400002,42.270000,43.930000,45.430000,48.830002,46.889999,46.330002,44.980000,46.630001,50.130001,48.180000,51.130001,52.400002,52.040001
"Group 1 Automotive, Inc.",null,81.220001,75.699997,53.650002,55.759998,58.689999,65.839996,62.180000,49.360001,62.320000,59.340000,63.880001,60.270000,72.589996,81.419998,80.790001,77.690002,74.080002,68.949997,60.150002,63.320000,59.549999,60.020000,72.459999,78.620003,78.570000
"Henry Schein, Inc.",null,78.239998,79.095001,75.720001,82.724998,86.315002,84.349998,86.864998,88.400002,90.489998,81.894997,81.489998,74.599998,74.480003,75.855003,79.930000,85.779999,84.985001,86.900002,91.985001,91.510002,91.105003,86.839996,81.989998,77.699997,78.599998
Herc Holdings Inc.,null,47.580002,42.690044,27.240026,25.500025,31.590031,27.780027,29.070028,33.210033,35.349998,33.810001,33.700001,30.090000,39.740002,40.160000,49.669998,51.689999,48.889999,45.470001,37.830002,39.320000,45.380001,42.220001,49.130001,48.220001,48.459999
Norfolk Southern Corporation,null,95.059998,84.589996,70.500000,73.169998,83.250000,90.110001,84.059998,85.129997,89.779999,93.900002,97.059998,93.000000,106.459999,108.070000,117.459999,121.029999,111.970001,117.489998,124.029999,121.699997,112.580002,120.519997,132.240005,132.800003,131.419998
"Reinsurance Group of America, I",null,91.879997,85.550003,84.230003,90.099998,96.250000,95.220001,99.139999,96.989998,99.250000,107.320000,107.940002,107.860001,122.050003,125.830002,125.470001,130.059998,126.980003,125.040001,124.510002,128.389999,140.199997,134.449997,139.529999,150.610001,149.380005
Public Service Enterprise Group,null,39.099998,38.689999,41.299999,42.660000,47.139999,46.130001,44.750000,46.610001,46.009998,42.759998,41.869999,42.080002,41.310001,43.880001,44.250000,45.980000,44.349998,44.049999,44.910000,43.009998,44.970001,46.840000,46.250000,49.549999,49.200001
BB&T Corporation,null,38.619999,37.810001,32.660000,32.160000,33.270000,35.380001,36.369999,35.610001,36.869999,38.500000,37.720001,39.200001,45.250000,47.020000,46.189999,48.220001,44.700001,43.180000,41.650002,45.410000,47.320000,46.090000,46.939999,49.110001,49.240002
DTE Energy Company,null,80.489998,80.190002,85.010002,84.120003,90.660004,89.160004,90.680000,99.120003,97.519997,92.900002,93.669998,96.010002,93.089996,98.510002,98.639999,101.379997,102.110001,104.589996,109.519997,105.790001,107.059998,112.320000,107.360001,110.339996,110.459999
"Assurant, Inc.",null,85.519997,80.540001,81.309998,71.099998,77.150002,84.570000,87.389999,86.309998,83.010002,89.550003,92.250000,80.519997,86.339996,92.860001,97.129997,99.000000,95.669998,96.239998,97.980003,103.690002,105.269997,94.690002,95.519997,100.849998,100.650002
Global Partners LP Global Partn,null,24.860001,17.570000,16.110001,13.100000,13.500000,13.500000,13.290000,13.710000,13.500000,15.160000,16.139999,15.750000,15.800000,19.450001,20.150000,19.750000,19.500000,18.650000,18.750000,18.049999,17.950001,17.299999,17.400000,17.750000,17.799999
Huntsman Corporation,null,12.520000,11.370000,8.630000,10.860000,13.300000,15.740000,14.930000,13.450000,15.460000,17.290001,16.270000,16.950001,19.480000,19.080000,20.389999,22.600000,24.540001,24.770000,23.900000,25.840000,26.620001,26.570000,27.420000,31.360001,32.020000
"Becton, Dickinson and Company",null,150.250000,154.089996,145.369995,147.449997,151.820007,161.259995,166.449997,169.589996,176.000000,177.210007,179.729996,167.910004,169.100006,165.550003,177.289993,183.050003,183.440002,186.970001,189.229996,195.110001,201.399994,199.440002,195.949997,208.649994,208.669998
Sempra Energy,null,99.230003,94.010002,94.750000,96.510002,104.050003,103.349998,107.120003,114.019997,111.879997,104.629997,107.190002,107.099998,99.800003,100.639999,102.389999,110.290001,110.500000,113.019997,116.489998,112.750000,113.010002,117.930000,114.129997,117.449997,117.500000
"AutoZone, Inc.",null,783.770020,741.909973,767.390015,774.570007,796.690002,765.229980,762.200012,793.840027,813.969971,741.799988,768.340027,742.159973,783.179993,789.789978,724.979980,736.549988,723.049988,692.190002,605.919983,570.460022,539.820007,528.440002,595.109985,590.150024,589.500000
Navistar International Corporat,null,14.510000,8.840000,7.270000,8.410000,12.520000,15.090000,11.250000,11.690000,12.820000,14.040000,22.889999,22.299999,30.760000,31.370001,27.270000,27.030001,24.620001,26.910000,25.870001,26.230000,30.770000,34.160000,44.070000,41.930000,42.310001
Discover Financial Services,null,56.759998,53.619999,45.790001,46.419998,50.919998,56.270000,56.810001,53.590000,56.840000,60.000000,56.549999,56.330002,67.769997,72.820000,69.279999,71.139999,68.389999,62.590000,58.700001,62.189999,60.939999,58.950001,64.480003,66.510002,66.529999
Liberty Interactive Corporation,null,26.480000,27.320000,26.059999,25.379999,25.250000,26.200001,26.980000,25.370001,26.809999,21.129999,20.010000,18.490000,20.709999,19.980000,19.180000,18.879999,20.020000,21.180000,23.459999,24.540001,23.940001,22.120001,23.570000,22.320000,22.719999
"W.W. Grainger, Inc.",null,200.539993,202.589996,196.690002,216.899994,233.429993,234.520004,228.350006,227.250000,218.850006,230.660004,224.839996,208.119995,230.570007,239.619995,252.570007,247.960007,232.759995,192.699997,172.279999,180.529999,166.740005,162.570007,179.750000,199.389999,197.699997
Baxter International Inc.,null,37.650002,38.150002,36.599998,39.509998,41.080002,44.220001,43.160000,45.220001,48.020000,46.730000,47.599998,47.590000,44.369999,44.340000,47.910000,50.919998,51.860001,55.680000,59.310001,60.540001,60.480000,62.040001,62.750000,64.570000,64.470001
Stryker Corporation,null,96.459999,92.940002,99.150002,99.879997,107.290001,109.010002,111.160004,119.830002,116.279999,115.660004,116.410004,115.349998,113.660004,119.809998,123.529999,128.559998,131.649994,136.369995,142.960007,138.779999,147.100006,141.369995,142.020004,155.369995,154.869995
"Air Products and Chemicals, Inc",null,126.632744,120.360779,117.215538,122.543938,133.256241,134.958374,131.951889,131.396851,138.223862,143.959290,139.074936,133.419998,144.460007,149.550003,139.759995,140.470001,135.289993,140.500000,144.059998,143.059998,142.149994,145.369995,151.220001,159.949997,159.429993
"Universal Health Services, Inc.",null,121.519997,119.489998,112.639999,110.370003,124.720001,133.679993,134.860001,134.100006,129.529999,120.529999,123.220001,120.709999,123.019997,106.379997,112.629997,125.599998,124.449997,120.760002,113.660004,122.080002,110.830002,108.129997,110.940002,102.279999,102.699997
"Owens & Minor, Inc.",null,38.509998,35.980000,34.650002,39.410000,40.419998,36.389999,37.290001,37.380001,35.709999,34.369999,34.730000,32.450001,33.910000,35.290001,35.880001,36.080002,34.599998,34.650002,31.879999,32.189999,32.230000,27.940001,29.200001,24.490000,24.570000
"Charter Communications, Inc.",null,187.360001,183.100006,171.360001,179.559998,202.429993,212.240005,218.940002,228.639999,234.869995,257.209991,269.970001,249.889999,275.309998,287.920013,323.950012,323.059998,327.320007,345.160004,345.549988,336.850006,391.970001,398.540009,363.420013,323.980011,334.170013
Advance Auto Parts Inc Advance,null,162.729996,150.509995,152.050003,148.440002,160.339996,156.100006,153.839996,161.630005,169.860001,157.380005,149.119995,140.080002,169.720001,169.119995,164.240005,156.610001,148.259995,142.139999,133.630005,116.589996,112.010002,97.900002,99.199997,82.000000,81.739998
Mastercard Incorporated,null,97.919998,97.360001,89.029999,86.919998,94.500000,96.989998,95.900002,88.059998,95.239998,96.629997,101.769997,107.019997,102.199997,103.250000,106.330002,110.459999,112.470001,116.320000,122.879997,121.449997,127.800003,133.300003,141.199997,148.949997,148.770004
"Applied Materials, Inc.",null,18.770000,18.670000,17.650000,18.870001,21.180000,20.469999,24.420000,23.969999,26.290001,29.840000,30.150000,29.080000,32.200001,32.270000,34.250000,36.220001,38.900002,40.610001,45.880001,41.310001,44.310001,45.119999,52.090000,55.900002,56.430000
Eastman Chemical Company,null,72.650002,67.510002,61.209999,64.150002,72.230003,76.379997,73.360001,67.900002,65.230003,67.889999,67.680000,71.910004,75.120003,75.209999,77.500000,80.250000,80.800003,79.750000,80.110001,83.989998,83.160004,86.199997,90.489998,91.820000,90.809998
